ID,word,pos,count
abd0b138-3952-400c-aa20-c95296a015c6,增加,VHC,3
abd0b138-3952-400c-aa20-c95296a015c6,大幅,D,1
abd0b138-3952-400c-aa20-c95296a015c6,太,Dfa,1
abd0b138-3952-400c-aa20-c95296a015c6,如何,D,1
abd0b138-3952-400c-aa20-c95296a015c6,對,P,5
abd0b138-3952-400c-aa20-c95296a015c6,就,D,2
abd0b138-3952-400c-aa20-c95296a015c6,川普,Nb,4
abd0b138-3952-400c-aa20-c95296a015c6,市場,Nc,1
abd0b138-3952-400c-aa20-c95296a015c6,平衡,VHC,1
abd0b138-3952-400c-aa20-c95296a015c6,張啓楷,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,強化,VHC,1
abd0b138-3952-400c-aa20-c95296a015c6,循序漸進,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,必須,D,3
abd0b138-3952-400c-aa20-c95296a015c6,性,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,應,D,2
abd0b138-3952-400c-aa20-c95296a015c6,應對,VB,1
abd0b138-3952-400c-aa20-c95296a015c6,我,Nh,1
abd0b138-3952-400c-aa20-c95296a015c6,或許,D,1
abd0b138-3952-400c-aa20-c95296a015c6,持續,VL,1
abd0b138-3952-400c-aa20-c95296a015c6,採取,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,推演,VA,1
abd0b138-3952-400c-aa20-c95296a015c6,措施,Na,2
abd0b138-3952-400c-aa20-c95296a015c6,提出,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,提升,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,提早,VL,1
abd0b138-3952-400c-aa20-c95296a015c6,政府,Na,2
abd0b138-3952-400c-aa20-c95296a015c6,是,SHI,4
abd0b138-3952-400c-aa20-c95296a015c6,時,Ng,1
abd0b138-3952-400c-aa20-c95296a015c6,晶片,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,更加,Dfa,1
abd0b138-3952-400c-aa20-c95296a015c6,會,D,2
abd0b138-3952-400c-aa20-c95296a015c6,楊瓊瓔,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,樂觀,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,次,Nf,1
abd0b138-3952-400c-aa20-c95296a015c6,正視,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,比,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,民眾黨,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,民進黨,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,氣氛,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,沒,D,1
abd0b138-3952-400c-aa20-c95296a015c6,沙盤,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,為,VG,1
abd0b138-3952-400c-aa20-c95296a015c6,王鴻薇,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,生產,Nv,1
abd0b138-3952-400c-aa20-c95296a015c6,產生,VHC,1
abd0b138-3952-400c-aa20-c95296a015c6,產能,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,當選,VG,1
abd0b138-3952-400c-aa20-c95296a015c6,白宮,Nc,1
abd0b138-3952-400c-aa20-c95296a015c6,百分之十,Neqa,3
abd0b138-3952-400c-aa20-c95296a015c6,百分之十七點六,Neqa,1
abd0b138-3952-400c-aa20-c95296a015c6,百分之百,Neqa,1
abd0b138-3952-400c-aa20-c95296a015c6,盡速,D,1
abd0b138-3952-400c-aa20-c95296a015c6,相關,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,確保,VE,2
abd0b138-3952-400c-aa20-c95296a015c6,積極,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,立委,Na,4
abd0b138-3952-400c-aa20-c95296a015c6,立法院,Nc,1
abd0b138-3952-400c-aa20-c95296a015c6,等,Cab,2
abd0b138-3952-400c-aa20-c95296a015c6,策略,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,經濟,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,維持,VJ,1
abd0b138-3952-400c-aa20-c95296a015c6,總統府,Nc,1
abd0b138-3952-400c-aa20-c95296a015c6,總額,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,美元,Nf,1
abd0b138-3952-400c-aa20-c95296a015c6,美國,Nc,5
abd0b138-3952-400c-aa20-c95296a015c6,美方,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,聯誼會,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,自主,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,至,P,1
abd0b138-3952-400c-aa20-c95296a015c6,與,P,1
abd0b138-3952-400c-aa20-c95296a015c6,行政院,Nc,1
abd0b138-3952-400c-aa20-c95296a015c6,衝擊,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,表示,VE,2
abd0b138-3952-400c-aa20-c95296a015c6,要,D,1
abd0b138-3952-400c-aa20-c95296a015c6,言論,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,評估,VE,1
abd0b138-3952-400c-aa20-c95296a015c6,評論,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,認同,VJ,1
abd0b138-3952-400c-aa20-c95296a015c6,認為,VE,2
abd0b138-3952-400c-aa20-c95296a015c6,說,VE,2
abd0b138-3952-400c-aa20-c95296a015c6,說法,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,課徵,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,談判,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,議員,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,議題,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,貿易,Na,3
abd0b138-3952-400c-aa20-c95296a015c6,足夠,VH,1
abd0b138-3952-400c-aa20-c95296a015c6,軍費,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,逆差,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,這,Nep,1
abd0b138-3952-400c-aa20-c95296a015c6,進行,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,過,Di,1
abd0b138-3952-400c-aa20-c95296a015c6,過度,Dfa,1
abd0b138-3952-400c-aa20-c95296a015c6,過程,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,選舉,Na,1
abd0b138-3952-400c-aa20-c95296a015c6,重視,VJ,1
abd0b138-3952-400c-aa20-c95296a015c6,開徵,VC,1
abd0b138-3952-400c-aa20-c95296a015c6,關稅,Na,2
abd0b138-3952-400c-aa20-c95296a015c6,陳冠廷,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,雙邊,A,1
abd0b138-3952-400c-aa20-c95296a015c6,需,D,1
abd0b138-3952-400c-aa20-c95296a015c6,預算,Na,2
abd0b138-3952-400c-aa20-c95296a015c6,願意,VK,1
abd0b138-3952-400c-aa20-c95296a015c6,高達,VJ,1
abd0b138-3952-400c-aa20-c95296a015c6,（,PARENTHESISCATEGORY,1
abd0b138-3952-400c-aa20-c95296a015c6,）,PARENTHESISCATEGORY,1
abd0b138-3952-400c-aa20-c95296a015c6,，,COMMACATEGORY,21
abd0b138-3952-400c-aa20-c95296a015c6,，川普,Nb,1
abd0b138-3952-400c-aa20-c95296a015c6,；,SEMICOLONCATEGORY,3
abd0b138-3952-400c-aa20-c95296a015c6,ＧＤＰ,FW,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8, ,WHITESPACE,4
c2fbac2b-91bf-4782-a51f-690e49aa4db8,、,PAUSECATEGORY,4
c2fbac2b-91bf-4782-a51f-690e49aa4db8,。,PERIODCATEGORY,5
c2fbac2b-91bf-4782-a51f-690e49aa4db8,「,PARENTHESISCATEGORY,6
c2fbac2b-91bf-4782-a51f-690e49aa4db8,」,PARENTHESISCATEGORY,6
c2fbac2b-91bf-4782-a51f-690e49aa4db8,一定,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,上,Ng,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不只,Da,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不同,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不會,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不能,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不要,D,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,不錯,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,並,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,中,Ng,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,中台,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,中間,Ncd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,也,D,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,了,Di,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,事務,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,二○二○年,Nd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,他,Nh,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,付出,VC,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,付費,VA,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,代價,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,以哈,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,任何,Neqa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,伊朗,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,但,Cbb,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,低調,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,何志勇,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,使用者,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,便宜,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,俄烏,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,保護傘,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,保護費,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,保障,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,停止,VF,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,先前,Nd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,兩岸,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,公平,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,兼任,VG,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,出身,VJ,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,判斷,VE,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,利益,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,到,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,前總統,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,助理,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,包括,VK,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,北京,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,北韓,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,占,VJ,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,即將,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,卻,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,及,Caa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,反映出,VK,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,只,Da,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,可以,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,台,Nc,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,台海,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,台灣,Nc,4
c2fbac2b-91bf-4782-a51f-690e49aa4db8,合作,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,商人,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,商業,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,問題,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,單指,A,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,因應,VJ,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,國家,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,國際,Nc,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,在,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,在意,VK,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,執政,VA,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,夥伴,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,大,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,大學,Nc,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,大陸,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,如此,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,學者,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,安全,VH,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,對,P,4
c2fbac2b-91bf-4782-a51f-690e49aa4db8,就,D,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,就,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,川普,Nb,11
c2fbac2b-91bf-4782-a51f-690e49aa4db8,已往,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,希望,VK,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,幫助,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,平台,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,幻想,VE,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,很,Dfa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,後,Ng,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,得到,VJ,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,從,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,必須,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,思想,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,思維,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,情況,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,想,VE,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,戰爭,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,戰略,Na,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,所有,Neqa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,所長,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,手段,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,抗衡,VA,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,拜登,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,提早,VL,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,擔任,VG,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,支持,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,收取,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,政府,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,政策,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,教授,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,敵人,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,於,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,施壓,VB,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,明稱,VE,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,是,SHI,5
c2fbac2b-91bf-4782-a51f-690e49aa4db8,時,Ng,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,最,Dfa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,會,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,有事,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,未,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,李大中,Nb,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,格局,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,次,Nf,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,此,Nep,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,淡江,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,清華,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,溝通,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,當選,VG,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,發生,VJ,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,白宮,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,的,DE,9
c2fbac2b-91bf-4782-a51f-690e49aa4db8,皆,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,盟友,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,相對,VH,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,研究所,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,確定,VK,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,確實,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,稱,VG,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,組織,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,緊張,VH,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,總統,Na,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,美,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,美中,Nc,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,美國,Nc,8
c2fbac2b-91bf-4782-a51f-690e49aa4db8,習近平,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,而言,Ng,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,聲稱,VE,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,能,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,自稱,VG,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,與,Caa,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,與,P,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,衝突,Na,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,表示,VE,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,要,D,3
c2fbac2b-91bf-4782-a51f-690e49aa4db8,要,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,解,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,解決,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,言行,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,說,VE,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,說法,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,誰,Nh,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,議題,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,變數,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,讓,VL,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,貿易,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,賀錦麗,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,賴,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,跟,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,路線,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,較,Dfa,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,透過,P,2
c2fbac2b-91bf-4782-a51f-690e49aa4db8,這,Nep,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,過去,Nd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,選前,Nd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,選後,Nd,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,選舉,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,都,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,重返,VCL,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,金正恩,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,關係,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,關稅,Na,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,難以,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,靠,P,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,靠攏,VC,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,須,D,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,，,COMMACATEGORY,28
c2fbac2b-91bf-4782-a51f-690e49aa4db8,，川普,Nb,1
c2fbac2b-91bf-4782-a51f-690e49aa4db8,；,SEMICOLONCATEGORY,2
d5457696-7a1e-464c-85eb-416a66c49525, ,WHITESPACE,5
d5457696-7a1e-464c-85eb-416a66c49525, 川普,Nb,1
d5457696-7a1e-464c-85eb-416a66c49525,、,PAUSECATEGORY,5
d5457696-7a1e-464c-85eb-416a66c49525,。,PERIODCATEGORY,8
d5457696-7a1e-464c-85eb-416a66c49525,「,PARENTHESISCATEGORY,10
d5457696-7a1e-464c-85eb-416a66c49525,」,PARENTHESISCATEGORY,10
d5457696-7a1e-464c-85eb-416a66c49525,一,Neu,3
d5457696-7a1e-464c-85eb-416a66c49525,一致制性,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,上,Ncd,2
d5457696-7a1e-464c-85eb-416a66c49525,上,Ng,1
d5457696-7a1e-464c-85eb-416a66c49525,上台,VA,1
d5457696-7a1e-464c-85eb-416a66c49525,不,D,1
d5457696-7a1e-464c-85eb-416a66c49525,不只,Da,1
d5457696-7a1e-464c-85eb-416a66c49525,不可,D,1
d5457696-7a1e-464c-85eb-416a66c49525,不同,VH,1
d5457696-7a1e-464c-85eb-416a66c49525,不斷,D,1
d5457696-7a1e-464c-85eb-416a66c49525,不會,D,1
d5457696-7a1e-464c-85eb-416a66c49525,不致,D,1
d5457696-7a1e-464c-85eb-416a66c49525,不論,Cbb,1
d5457696-7a1e-464c-85eb-416a66c49525,不過,Cbb,2
d5457696-7a1e-464c-85eb-416a66c49525,且,Caa,1
d5457696-7a1e-464c-85eb-416a66c49525,且,Cbb,1
d5457696-7a1e-464c-85eb-416a66c49525,並非,D,1
d5457696-7a1e-464c-85eb-416a66c49525,中,Nc,3
d5457696-7a1e-464c-85eb-416a66c49525,中,Ng,1
d5457696-7a1e-464c-85eb-416a66c49525,中台,Nb,1
d5457696-7a1e-464c-85eb-416a66c49525,乃至,Caa,1
d5457696-7a1e-464c-85eb-416a66c49525,之,DE,1
d5457696-7a1e-464c-85eb-416a66c49525,也,D,3
d5457696-7a1e-464c-85eb-416a66c49525,了,Di,1
d5457696-7a1e-464c-85eb-416a66c49525,事務,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,二○一六年,Nd,1
d5457696-7a1e-464c-85eb-416a66c49525,互利,VH,2
d5457696-7a1e-464c-85eb-416a66c49525,互益,VH,2
d5457696-7a1e-464c-85eb-416a66c49525,人士,Na,2
d5457696-7a1e-464c-85eb-416a66c49525,任內,Na,2
d5457696-7a1e-464c-85eb-416a66c49525,但,Cbb,2
d5457696-7a1e-464c-85eb-416a66c49525,來,Ng,1
d5457696-7a1e-464c-85eb-416a66c49525,例如,P,1
d5457696-7a1e-464c-85eb-416a66c49525,保證,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,保護,VC,1
d5457696-7a1e-464c-85eb-416a66c49525,保護費,Na,2
d5457696-7a1e-464c-85eb-416a66c49525,假,P,1
d5457696-7a1e-464c-85eb-416a66c49525,傳統,VH,1
d5457696-7a1e-464c-85eb-416a66c49525,優先,VH,2
d5457696-7a1e-464c-85eb-416a66c49525,優勢,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,元,Nf,1
d5457696-7a1e-464c-85eb-416a66c49525,兩,Neu,1
d5457696-7a1e-464c-85eb-416a66c49525,公平,VH,2
d5457696-7a1e-464c-85eb-416a66c49525,六,Neu,1
d5457696-7a1e-464c-85eb-416a66c49525,六七○○億,Neu,1
d5457696-7a1e-464c-85eb-416a66c49525,其,Nep,1
d5457696-7a1e-464c-85eb-416a66c49525,其實,D,1
d5457696-7a1e-464c-85eb-416a66c49525,具有,VJ,1
d5457696-7a1e-464c-85eb-416a66c49525,具體,VH,1
d5457696-7a1e-464c-85eb-416a66c49525,再次,D,1
d5457696-7a1e-464c-85eb-416a66c49525,出口額,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,則,D,2
d5457696-7a1e-464c-85eb-416a66c49525,前,Nes,1
d5457696-7a1e-464c-85eb-416a66c49525,前總統,Na,1
d5457696-7a1e-464c-85eb-416a66c49525,創,VC,1
d5457696-7a1e-464c-85eb-416a66c49525,勢必,D,1
